latitude,longitude,elevation,slope,clay_percentage,aspect,aspect_sin,aspect_cos,clay_percent,sand_percent,silt_percent,bulk_density,shear_stress_factor
25.17,93.09,552.0,3.5,27.1,180.0,0.0,-1.0,27.1,35.4,27.6,1.067,0.0644
25.17,93.1,552.0,3.5,27.2,180.0,0.0,-1.0,27.2,36.2,27.3,1.066,0.0644
25.17,93.11,682.0,3.5,27.1,180.0,0.0,-1.0,27.1,36.3,27.4,1.072,0.0644
25.17,93.12,655.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.5,1.078,0.0643
25.17,93.13,641.0,3.5,26.8,180.0,0.0,-1.0,26.8,36.5,27.6,1.083,0.0643
25.17,93.14,848.0,3.5,26.7,180.0,0.0,-1.0,26.7,36.6,27.7,1.085,0.0643
25.17,93.15,910.0,3.5,26.7,180.0,0.0,-1.0,26.7,36.7,27.7,1.086,0.0643
25.17,93.16,896.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.5,27.6,1.088,0.0643
25.17,93.17,823.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.5,27.6,1.087,0.0643
25.17,93.18,1007.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.087,0.0643
25.18,92.51,356.0,3.5,25.1,180.0,0.0,-1.0,25.1,39.5,25.0,1.107,0.0641
25.18,92.52,190.0,3.5,25.1,180.0,0.0,-1.0,25.1,39.5,25.0,1.107,0.0641
25.18,92.53,423.0,3.5,25.1,180.0,0.0,-1.0,25.1,39.5,25.0,1.107,0.0641
25.18,92.54,539.0,3.5,25.1,180.0,0.0,-1.0,25.1,39.5,25.0,1.107,0.0641
25.18,92.55,398.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.4,25.0,1.102,0.0641
25.18,92.56,467.0,3.5,25.4,180.0,0.0,-1.0,25.4,39.3,25.0,1.102,0.0641
25.18,92.57,577.0,3.5,25.5,180.0,0.0,-1.0,25.5,39.3,25.0,1.102,0.0642
25.18,92.58,580.0,3.5,25.6,180.0,0.0,-1.0,25.6,38.9,25.1,1.095,0.0642
25.18,92.59,555.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.8,25.1,1.091,0.0642
25.18,92.6,1118.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.9,25.4,1.087,0.0642
25.18,92.61,1284.0,3.5,25.8,180.0,0.0,-1.0,25.8,38.5,25.9,1.074,0.0642
25.18,92.62,1511.0,3.5,25.7,180.0,0.0,-1.0,25.7,37.7,26.9,1.076,0.0642
25.18,92.63,1576.0,3.5,25.9,180.0,0.0,-1.0,25.9,37.3,27.3,1.072,0.0642
25.18,92.64,1534.0,3.5,25.9,180.0,0.0,-1.0,25.9,36.9,27.6,1.075,0.0642
25.18,92.65,1308.0,3.5,25.8,180.0,0.0,-1.0,25.8,36.3,27.8,1.079,0.0642
25.18,92.66,1246.0,3.5,26.1,180.0,0.0,-1.0,26.1,35.3,28.3,1.093,0.0642
25.18,92.67,1195.0,3.5,26.2,180.0,0.0,-1.0,26.2,34.9,28.6,1.093,0.0642
25.18,92.68,1398.0,3.5,26.5,180.0,0.0,-1.0,26.5,34.9,28.6,1.092,0.0643
25.18,92.69,1539.0,3.5,26.7,180.0,0.0,-1.0,26.7,34.4,28.8,1.092,0.0643
25.18,92.7,1484.0,3.5,26.8,180.0,0.0,-1.0,26.8,33.6,28.9,1.081,0.0643
25.18,92.71,1442.0,3.5,26.8,180.0,0.0,-1.0,26.8,33.6,28.9,1.077,0.0643
25.18,92.72,1493.0,3.5,26.7,180.0,0.0,-1.0,26.7,34.2,28.9,1.078,0.0643
25.18,92.73,1389.0,3.5,26.0,180.0,0.0,-1.0,26.0,34.9,29.0,1.078,0.0642
25.18,92.74,1312.0,3.5,25.9,180.0,0.0,-1.0,25.9,35.1,29.0,1.08,0.0642
25.18,92.75,1279.0,3.5,25.6,180.0,0.0,-1.0,25.6,35.8,28.4,1.092,0.0642
25.18,92.76,1242.0,3.5,25.6,180.0,0.0,-1.0,25.6,36.9,27.8,1.104,0.0642
25.18,92.77,1273.0,3.5,25.6,180.0,0.0,-1.0,25.6,37.0,27.6,1.108,0.0642
25.18,92.78,1159.0,3.5,25.8,180.0,0.0,-1.0,25.8,37.8,27.2,1.126,0.0642
25.18,92.79,1232.0,3.5,25.9,180.0,0.0,-1.0,25.9,37.9,27.0,1.135,0.0642
25.18,92.8,1131.0,3.5,26.0,180.0,0.0,-1.0,26.0,37.9,27.0,1.135,0.0642
25.18,92.81,1229.0,3.5,25.6,180.0,0.0,-1.0,25.6,37.1,27.4,1.137,0.0642
25.18,92.82,1205.0,3.5,25.2,180.0,0.0,-1.0,25.2,36.7,27.9,1.138,0.0641
25.18,92.83,1140.0,3.5,24.8,180.0,0.0,-1.0,24.8,36.2,28.5,1.14,0.0641
25.18,92.84,829.0,3.5,24.0,180.0,0.0,-1.0,24.0,35.3,29.6,1.143,0.064
25.18,92.85,993.0,3.5,23.8,180.0,0.0,-1.0,23.8,35.0,29.9,1.143,0.064
25.18,92.86,851.0,3.5,23.5,180.0,0.0,-1.0,23.5,34.0,30.6,1.149,0.0639
25.18,92.87,906.0,3.5,23.2,180.0,0.0,-1.0,23.2,32.7,31.3,1.145,0.0639
25.18,92.88,902.0,3.5,23.3,180.0,0.0,-1.0,23.3,32.4,31.6,1.148,0.0639
25.18,92.89,1090.0,3.5,23.6,180.0,0.0,-1.0,23.6,32.2,31.5,1.143,0.0639
25.18,92.9,1098.0,3.5,23.9,180.0,0.0,-1.0,23.9,32.6,31.1,1.142,0.064
25.18,92.91,1077.0,3.5,24.2,180.0,0.0,-1.0,24.2,32.6,31.1,1.142,0.064
25.18,92.92,930.0,3.5,24.5,180.0,0.0,-1.0,24.5,32.2,30.9,1.139,0.064
25.18,92.93,727.0,3.5,24.4,180.0,0.0,-1.0,24.4,32.2,30.9,1.139,0.064
25.18,92.94,673.0,3.5,24.3,180.0,0.0,-1.0,24.3,32.3,30.9,1.14,0.064
25.18,92.95,819.0,3.5,23.6,180.0,0.0,-1.0,23.6,32.9,30.9,1.146,0.0639
25.18,92.96,891.0,3.5,23.5,180.0,0.0,-1.0,23.5,32.8,31.0,1.148,0.0639
25.18,92.97,817.0,3.5,23.4,180.0,0.0,-1.0,23.4,32.3,30.9,1.157,0.0639
25.18,92.98,671.0,3.5,23.2,180.0,0.0,-1.0,23.2,30.9,31.4,1.164,0.0639
25.18,92.99,518.0,3.5,23.3,180.0,0.0,-1.0,23.3,30.8,31.3,1.164,0.0639
25.18,93.0,562.0,3.5,23.4,180.0,0.0,-1.0,23.4,30.2,31.0,1.164,0.0639
25.18,93.01,666.0,3.5,23.7,180.0,0.0,-1.0,23.7,29.6,30.7,1.163,0.0639
25.18,93.02,527.0,3.5,23.8,180.0,0.0,-1.0,23.8,29.8,30.8,1.151,0.064
25.18,93.03,347.0,3.5,23.9,180.0,0.0,-1.0,23.9,29.7,30.8,1.148,0.064
25.18,93.04,560.0,3.5,25.2,180.0,0.0,-1.0,25.2,30.6,29.8,1.116,0.0641
25.18,93.05,662.0,3.5,25.3,180.0,0.0,-1.0,25.3,31.0,29.6,1.109,0.0641
25.18,93.06,675.0,3.5,25.9,180.0,0.0,-1.0,25.9,32.0,29.0,1.091,0.0642
25.18,93.07,521.0,3.5,26.4,180.0,0.0,-1.0,26.4,33.2,28.4,1.078,0.0643
25.18,93.08,469.0,3.5,26.7,180.0,0.0,-1.0,26.7,34.1,28.0,1.075,0.0643
25.18,93.09,636.0,3.5,27.0,180.0,0.0,-1.0,27.0,35.3,27.7,1.071,0.0643
25.18,93.1,573.0,3.5,27.1,180.0,0.0,-1.0,27.1,36.2,27.4,1.068,0.0644
25.18,93.11,537.0,3.5,27.0,180.0,0.0,-1.0,27.0,36.3,27.4,1.072,0.0643
25.18,93.12,594.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.5,1.076,0.0643
25.18,93.13,614.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.5,27.6,1.08,0.0643
25.18,93.14,630.0,3.5,26.8,180.0,0.0,-1.0,26.8,36.5,27.6,1.082,0.0643
25.18,93.15,750.0,3.5,26.8,180.0,0.0,-1.0,26.8,36.6,27.6,1.083,0.0643
25.18,93.16,715.0,3.5,26.7,180.0,0.0,-1.0,26.7,36.6,27.7,1.083,0.0643
25.18,93.17,678.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.086,0.0643
25.18,93.18,925.0,3.5,27.0,180.0,0.0,-1.0,27.0,36.3,27.6,1.086,0.0643
25.18,93.19,1163.0,3.5,27.0,180.0,0.0,-1.0,27.0,36.3,27.6,1.086,0.0643
25.19,92.51,441.0,3.5,25.1,180.0,0.0,-1.0,25.1,39.5,25.0,1.108,0.0641
25.19,92.52,425.0,3.5,25.1,180.0,0.0,-1.0,25.1,39.5,25.0,1.107,0.0641
25.19,92.53,207.0,3.5,25.1,180.0,0.0,-1.0,25.1,39.5,25.0,1.107,0.0641
25.19,92.54,490.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.4,25.0,1.103,0.0641
25.19,92.55,638.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.4,25.0,1.102,0.0641
25.19,92.56,738.0,3.5,25.4,180.0,0.0,-1.0,25.4,39.3,25.0,1.102,0.0641
25.19,92.57,1038.0,3.5,25.5,180.0,0.0,-1.0,25.5,39.3,25.0,1.102,0.0642
25.19,92.58,1100.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.9,25.1,1.094,0.0642
25.19,92.59,855.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.7,25.1,1.09,0.0642
25.19,92.6,1281.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.9,25.4,1.088,0.0642
25.19,92.61,1457.0,3.5,25.8,180.0,0.0,-1.0,25.8,38.5,25.9,1.074,0.0642
25.19,92.62,1516.0,3.5,25.7,180.0,0.0,-1.0,25.7,37.7,26.8,1.077,0.0642
25.19,92.63,1588.0,3.5,25.9,180.0,0.0,-1.0,25.9,37.3,27.3,1.072,0.0642
25.19,92.64,1407.0,3.5,25.9,180.0,0.0,-1.0,25.9,37.0,27.6,1.076,0.0642
25.19,92.65,1368.0,3.5,25.8,180.0,0.0,-1.0,25.8,36.3,27.8,1.079,0.0642
25.19,92.66,1426.0,3.5,26.1,180.0,0.0,-1.0,26.1,35.3,28.3,1.093,0.0642
25.19,92.67,1422.0,3.5,26.2,180.0,0.0,-1.0,26.2,34.9,28.6,1.093,0.0642
25.19,92.68,1478.0,3.5,26.5,180.0,0.0,-1.0,26.5,34.9,28.5,1.091,0.0643
25.19,92.69,1505.0,3.5,26.6,180.0,0.0,-1.0,26.6,34.2,28.9,1.087,0.0643
25.19,92.7,1464.0,3.5,26.8,180.0,0.0,-1.0,26.8,33.6,28.9,1.08,0.0643
25.19,92.71,1281.0,3.5,26.8,180.0,0.0,-1.0,26.8,33.6,28.9,1.078,0.0643
25.19,92.72,1373.0,3.5,26.7,180.0,0.0,-1.0,26.7,34.3,29.0,1.079,0.0643
25.19,92.73,1381.0,3.5,26.5,180.0,0.0,-1.0,26.5,34.5,28.8,1.081,0.0643
25.19,92.74,1340.0,3.5,25.9,180.0,0.0,-1.0,25.9,35.1,29.0,1.081,0.0642
25.19,92.75,1302.0,3.5,25.6,180.0,0.0,-1.0,25.6,35.7,28.3,1.092,0.0642
25.19,92.76,1115.0,3.5,25.6,180.0,0.0,-1.0,25.6,36.9,27.7,1.104,0.0642
25.19,92.77,1309.0,3.5,25.9,180.0,0.0,-1.0,25.9,37.2,27.3,1.115,0.0642
25.19,92.78,1233.0,3.5,25.8,180.0,0.0,-1.0,25.8,37.9,27.2,1.125,0.0642
25.19,92.79,1174.0,3.5,25.9,180.0,0.0,-1.0,25.9,37.9,27.0,1.135,0.0642
25.19,92.8,1099.0,3.5,25.9,180.0,0.0,-1.0,25.9,37.9,27.0,1.135,0.0642
25.19,92.81,1179.0,3.5,25.6,180.0,0.0,-1.0,25.6,37.0,27.5,1.137,0.0642
25.19,92.82,1237.0,3.5,25.2,180.0,0.0,-1.0,25.2,36.6,27.9,1.138,0.0641
25.19,92.83,1139.0,3.5,24.8,180.0,0.0,-1.0,24.8,36.2,28.5,1.14,0.0641
25.19,92.84,907.0,3.5,24.0,180.0,0.0,-1.0,24.0,35.3,29.6,1.143,0.064
25.19,92.85,812.0,3.5,23.8,180.0,0.0,-1.0,23.8,35.1,29.8,1.143,0.064
25.19,92.86,880.0,3.5,23.6,180.0,0.0,-1.0,23.6,34.1,30.5,1.149,0.0639
25.19,92.87,751.0,3.5,23.3,180.0,0.0,-1.0,23.3,32.5,31.5,1.148,0.0639
25.19,92.88,939.0,3.5,23.3,180.0,0.0,-1.0,23.3,32.4,31.6,1.148,0.0639
25.19,92.89,918.0,3.5,23.5,180.0,0.0,-1.0,23.5,32.2,31.5,1.143,0.0639
25.19,92.9,842.0,3.5,23.9,180.0,0.0,-1.0,23.9,32.7,31.1,1.142,0.064
25.19,92.91,815.0,3.5,24.2,180.0,0.0,-1.0,24.2,32.7,31.0,1.142,0.064
25.19,92.92,965.0,3.5,24.5,180.0,0.0,-1.0,24.5,32.2,30.9,1.139,0.064
25.19,92.93,796.0,3.5,24.4,180.0,0.0,-1.0,24.4,32.1,31.0,1.14,0.064
25.19,92.94,756.0,3.5,24.3,180.0,0.0,-1.0,24.3,32.2,31.0,1.14,0.064
25.19,92.95,867.0,3.5,23.6,180.0,0.0,-1.0,23.6,32.8,30.9,1.146,0.0639
25.19,92.96,878.0,3.5,23.4,180.0,0.0,-1.0,23.4,32.9,31.0,1.153,0.0639
25.19,92.97,861.0,3.5,23.4,180.0,0.0,-1.0,23.4,32.4,30.9,1.155,0.0639
25.19,92.98,598.0,3.5,23.3,180.0,0.0,-1.0,23.3,30.9,31.3,1.163,0.0639
25.19,92.99,433.0,3.5,23.3,180.0,0.0,-1.0,23.3,30.8,31.3,1.164,0.0639
25.19,93.0,496.0,3.5,23.4,180.0,0.0,-1.0,23.4,30.2,31.0,1.163,0.0639
25.19,93.01,672.0,3.5,23.5,180.0,0.0,-1.0,23.5,29.8,31.0,1.162,0.0639
25.19,93.02,493.0,3.5,23.7,180.0,0.0,-1.0,23.7,29.9,30.8,1.151,0.0639
25.19,93.03,514.0,3.5,23.8,180.0,0.0,-1.0,23.8,29.8,30.8,1.148,0.064
25.19,93.04,565.0,3.5,24.6,180.0,0.0,-1.0,24.6,30.5,30.1,1.13,0.0641
25.19,93.05,839.0,3.5,25.3,180.0,0.0,-1.0,25.3,30.8,29.5,1.109,0.0641
25.19,93.06,713.0,3.5,25.9,180.0,0.0,-1.0,25.9,32.0,29.0,1.092,0.0642
25.19,93.07,671.0,3.5,26.4,180.0,0.0,-1.0,26.4,33.2,28.4,1.08,0.0643
25.19,93.08,649.0,3.5,26.7,180.0,0.0,-1.0,26.7,34.0,28.1,1.078,0.0643
25.19,93.09,516.0,3.5,26.9,180.0,0.0,-1.0,26.9,35.2,27.8,1.073,0.0643
25.19,93.1,571.0,3.5,27.0,180.0,0.0,-1.0,27.0,36.3,27.5,1.069,0.0643
25.19,93.11,596.0,3.5,27.0,180.0,0.0,-1.0,27.0,36.3,27.5,1.072,0.0643
25.19,93.12,612.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.5,1.075,0.0643
25.19,93.13,535.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.6,1.078,0.0643
25.19,93.14,588.0,3.5,26.8,180.0,0.0,-1.0,26.8,36.5,27.6,1.08,0.0643
25.19,93.15,701.0,3.5,26.8,180.0,0.0,-1.0,26.8,36.5,27.6,1.081,0.0643
25.19,93.16,534.0,3.5,26.8,180.0,0.0,-1.0,26.8,36.6,27.6,1.082,0.0643
25.19,93.17,657.0,3.5,26.8,180.0,0.0,-1.0,26.8,36.6,27.6,1.082,0.0643
25.19,93.18,766.0,3.5,26.8,180.0,0.0,-1.0,26.8,36.6,27.6,1.082,0.0643
25.19,93.19,802.0,3.5,27.0,180.0,0.0,-1.0,27.0,36.3,27.5,1.085,0.0643
25.2,92.5,612.0,3.5,25.1,180.0,0.0,-1.0,25.1,39.5,25.0,1.108,0.0641
25.2,92.51,455.0,3.5,25.1,180.0,0.0,-1.0,25.1,39.5,25.0,1.108,0.0641
25.2,92.52,603.0,3.5,25.1,180.0,0.0,-1.0,25.1,39.5,25.0,1.108,0.0641
25.2,92.53,475.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.4,25.0,1.103,0.0641
25.2,92.54,362.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.4,25.0,1.103,0.0641
25.2,92.55,356.0,3.5,25.4,180.0,0.0,-1.0,25.4,39.3,25.0,1.102,0.0641
25.2,92.56,391.0,3.5,25.4,180.0,0.0,-1.0,25.4,39.3,25.0,1.102,0.0641
25.2,92.57,617.0,3.5,25.5,180.0,0.0,-1.0,25.5,39.3,25.0,1.102,0.0642
25.2,92.58,836.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.9,25.2,1.094,0.0642
25.2,92.59,1117.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.7,25.1,1.09,0.0642
25.2,92.6,1545.0,3.5,25.6,180.0,0.0,-1.0,25.6,38.9,25.4,1.088,0.0642
25.2,92.61,1597.0,3.5,25.8,180.0,0.0,-1.0,25.8,38.5,25.9,1.075,0.0642
25.2,92.62,1557.0,3.5,25.6,180.0,0.0,-1.0,25.6,38.3,26.4,1.077,0.0642
25.2,92.63,1563.0,37.7,25.7,132.1,0.742,-0.6704,25.7,37.7,26.9,1.077,0.643
25.2,92.64,1470.0,46.2,25.9,90.0,1.0,0.0,25.9,37.0,27.6,1.076,0.7591
25.2,92.65,1274.0,37.7,25.8,47.9,0.742,0.6704,25.8,36.4,27.8,1.079,0.6431
25.2,92.66,1269.0,25.9,26.1,90.0,1.0,0.0,26.1,35.3,28.3,1.094,0.4596
25.2,92.67,1287.0,27.9,26.2,90.0,1.0,0.0,26.2,34.9,28.6,1.093,0.4924
25.2,92.68,1427.0,29.8,26.5,90.0,1.0,0.0,26.5,35.0,28.5,1.09,0.5233
25.2,92.69,1353.0,30.0,26.6,90.0,1.0,0.0,26.6,34.2,28.9,1.086,0.5266
25.2,92.7,1419.0,35.4,26.8,132.1,0.742,-0.6704,26.8,33.6,28.9,1.08,0.6103
25.2,92.71,1432.0,43.8,26.8,90.0,1.0,0.0,26.8,33.6,28.9,1.078,0.7292
25.2,92.72,1298.0,45.3,26.7,90.0,1.0,0.0,26.7,34.3,29.0,1.079,0.7488
25.2,92.73,1186.0,43.1,26.4,90.0,1.0,0.0,26.4,34.6,28.8,1.082,0.7194
25.2,92.74,1196.0,34.7,25.9,47.9,0.742,0.6704,25.9,35.1,29.0,1.081,0.5988
25.2,92.75,1234.0,29.1,25.7,90.0,1.0,0.0,25.7,35.7,28.3,1.092,0.5113
25.2,92.76,1115.0,22.4,25.7,47.9,0.742,0.6704,25.7,36.9,27.7,1.104,0.4007
25.2,92.77,1135.0,28.8,25.9,90.0,1.0,0.0,25.9,37.2,27.3,1.114,0.5067
25.2,92.78,1084.0,22.2,25.8,47.9,0.742,0.6704,25.8,37.9,27.3,1.125,0.3973
25.2,92.79,1217.0,12.3,25.9,132.1,0.742,-0.6704,25.9,37.9,27.1,1.135,0.2241
25.2,92.8,1069.0,16.3,25.9,90.0,1.0,0.0,25.9,37.9,27.1,1.135,0.2952
25.2,92.81,1176.0,19.1,25.5,90.0,1.0,0.0,25.5,36.9,27.5,1.137,0.3439
25.2,92.82,1222.0,24.3,25.1,90.0,1.0,0.0,25.1,36.6,28.0,1.138,0.4322
25.2,92.83,1137.0,18.5,24.8,47.9,0.742,0.6704,24.8,36.2,28.5,1.14,0.333
25.2,92.84,1069.0,18.3,24.0,270.0,-1.0,-0.0,24.0,35.4,29.6,1.143,0.3291
25.2,92.85,902.0,23.7,23.9,312.1,-0.742,0.6704,23.9,35.2,29.7,1.143,0.4212
25.2,92.86,684.0,30.7,23.7,270.0,-1.0,-0.0,23.7,34.1,30.5,1.149,0.5347
25.2,92.87,924.0,23.7,23.3,227.9,-0.742,-0.6704,23.3,32.5,31.5,1.148,0.4207
25.2,92.88,999.0,10.8,23.4,312.1,-0.742,0.6704,23.4,32.4,31.6,1.148,0.1962
25.2,92.89,878.0,24.1,23.5,312.1,-0.742,0.6704,23.5,32.2,31.5,1.142,0.4275
25.2,92.9,716.0,31.1,23.8,270.0,-1.0,-0.0,23.8,32.8,31.1,1.142,0.5411
25.2,92.91,767.0,31.7,24.2,270.0,-1.0,-0.0,24.2,32.7,31.0,1.142,0.5509
25.2,92.92,899.0,24.6,24.5,227.9,-0.742,-0.6704,24.5,32.2,30.9,1.14,0.4367
25.2,92.93,814.0,25.2,24.4,312.1,-0.742,0.6704,24.4,32.1,31.0,1.14,0.4466
25.2,92.94,660.0,32.4,24.3,270.0,-1.0,-0.0,24.3,32.2,31.0,1.14,0.5619
25.2,92.95,852.0,30.6,23.6,270.0,-1.0,-0.0,23.6,32.8,30.9,1.146,0.5331
25.2,92.96,857.0,23.7,23.4,227.9,-0.742,-0.6704,23.4,32.9,30.9,1.153,0.4208
25.2,92.97,828.0,23.7,23.5,312.1,-0.742,0.6704,23.5,32.4,30.9,1.155,0.4208
25.2,92.98,744.0,33.0,23.3,312.1,-0.742,0.6704,23.3,30.9,31.3,1.163,0.57
25.2,92.99,576.0,43.0,23.3,312.1,-0.742,0.6704,23.3,30.8,31.3,1.163,0.7138
25.2,93.0,538.0,51.5,23.4,270.0,-1.0,-0.0,23.4,30.2,31.0,1.163,0.8192
25.2,93.01,432.0,51.1,23.5,270.0,-1.0,-0.0,23.5,29.8,31.0,1.162,0.8148
25.2,93.02,392.0,42.6,23.7,227.9,-0.742,-0.6704,23.7,29.9,30.8,1.15,0.709
25.2,93.03,464.0,32.7,23.8,270.0,-1.0,-0.0,23.8,29.9,30.8,1.148,0.566
25.2,93.04,575.0,30.1,24.6,270.0,-1.0,-0.0,24.6,30.6,30.1,1.13,0.5262
25.2,93.05,806.0,36.3,25.4,270.0,-1.0,-0.0,25.4,30.8,29.5,1.109,0.6221
25.2,93.06,559.0,41.7,25.9,270.0,-1.0,-0.0,25.9,32.0,29.0,1.093,0.6997
25.2,93.07,479.0,47.6,26.4,270.0,-1.0,-0.0,26.4,33.1,28.4,1.082,0.7774
25.2,93.08,600.0,41.2,26.6,270.0,-1.0,-0.0,26.6,33.9,28.1,1.08,0.6937
25.2,93.09,494.0,45.6,26.9,270.0,-1.0,-0.0,26.9,35.2,27.8,1.075,0.7529
25.2,93.1,552.0,37.2,27.0,227.9,-0.742,-0.6704,27.0,36.3,27.5,1.069,0.6372
25.2,93.11,528.0,30.5,27.0,270.0,-1.0,-0.0,27.0,36.3,27.5,1.072,0.5349
25.2,93.12,544.0,32.1,26.9,270.0,-1.0,-0.0,26.9,36.4,27.5,1.074,0.56
25.2,93.13,619.0,33.9,26.9,312.1,-0.742,0.6704,26.9,36.4,27.6,1.077,0.5878
25.2,93.14,493.0,42.2,26.9,270.0,-1.0,-0.0,26.9,36.5,27.6,1.078,0.7079
25.2,93.15,513.0,46.1,26.8,270.0,-1.0,-0.0,26.8,36.5,27.6,1.079,0.7592
25.2,93.16,504.0,42.0,26.8,270.0,-1.0,-0.0,26.8,36.5,27.6,1.08,0.705
25.2,93.17,645.0,43.6,26.8,270.0,-1.0,-0.0,26.8,36.5,27.6,1.08,0.7266
25.2,93.18,646.0,37.3,26.8,270.0,-1.0,-0.0,26.8,36.6,27.6,1.08,0.6385
25.2,93.19,556.0,38.3,26.8,270.0,-1.0,-0.0,26.8,36.6,27.6,1.08,0.653
25.2,93.2,780.0,35.4,27.1,270.0,-1.0,-0.0,27.1,36.2,27.5,1.084,0.6107
25.21,92.5,566.0,35.9,25.2,270.0,-1.0,-0.0,25.2,39.5,25.0,1.108,0.6159
25.21,92.51,422.0,34.7,25.2,270.0,-1.0,-0.0,25.2,39.5,25.0,1.108,0.598
25.21,92.52,563.0,42.9,25.3,270.0,-1.0,-0.0,25.3,39.4,25.0,1.103,0.7152
25.21,92.53,602.0,34.6,25.4,227.9,-0.742,-0.6704,25.4,39.4,25.0,1.103,0.5967
25.21,92.54,411.0,42.6,25.4,270.0,-1.0,-0.0,25.4,39.4,25.0,1.102,0.7113
25.21,92.55,629.0,36.5,25.4,270.0,-1.0,-0.0,25.4,39.3,25.0,1.102,0.625
25.21,92.56,609.0,28.8,25.4,227.9,-0.742,-0.6704,25.4,39.3,25.0,1.102,0.5062
25.21,92.57,536.0,16.4,25.5,312.1,-0.742,0.6704,25.5,39.3,25.0,1.102,0.2967
25.21,92.58,613.0,21.6,25.5,270.0,-1.0,-0.0,25.5,38.8,25.2,1.089,0.3869
25.21,92.59,1024.0,25.1,25.8,132.1,0.742,-0.6704,25.8,38.7,25.1,1.09,0.4461
25.21,92.6,1313.0,32.3,25.6,90.0,1.0,0.0,25.6,38.9,25.4,1.088,0.5617
25.21,92.61,1438.0,36.5,25.8,90.0,1.0,0.0,25.8,38.5,25.9,1.075,0.6255
25.21,92.62,1411.0,38.2,25.5,132.1,0.742,-0.6704,25.5,38.3,26.4,1.077,0.6499
25.21,92.63,1552.0,49.1,25.7,180.0,0.0,-1.0,25.7,37.7,26.9,1.078,0.7947
25.21,92.64,1489.0,49.1,25.9,180.0,0.0,-1.0,25.9,37.0,27.6,1.076,0.795
25.21,92.65,1235.0,29.1,25.8,0.0,0.0,1.0,25.8,36.4,27.8,1.079,0.5114
25.21,92.66,1208.0,25.9,26.1,90.0,1.0,0.0,26.1,35.3,28.3,1.094,0.4596
25.21,92.67,1230.0,27.9,26.2,90.0,1.0,0.0,26.2,34.9,28.6,1.093,0.4924
25.21,92.68,1252.0,29.8,26.5,90.0,1.0,0.0,26.5,35.0,28.5,1.09,0.5233
25.21,92.69,1254.0,30.0,26.5,90.0,1.0,0.0,26.5,34.2,28.9,1.086,0.5265
25.21,92.7,1262.0,30.7,26.8,90.0,1.0,0.0,26.8,33.6,28.9,1.08,0.5379
25.21,92.71,1447.0,43.8,26.8,90.0,1.0,0.0,26.8,33.6,28.9,1.078,0.7292
25.21,92.72,1473.0,45.3,26.7,90.0,1.0,0.0,26.7,34.3,29.0,1.08,0.7488
25.21,92.73,1435.0,43.1,26.4,90.0,1.0,0.0,26.4,34.6,28.8,1.083,0.7194
25.21,92.74,1296.0,33.4,26.0,90.0,1.0,0.0,26.0,34.9,28.9,1.088,0.5791
25.21,92.75,1244.0,29.1,26.3,90.0,1.0,0.0,26.3,35.5,28.0,1.092,0.5119
25.21,92.76,1171.0,22.4,26.2,90.0,1.0,0.0,26.2,36.0,27.7,1.099,0.401
25.21,92.77,1240.0,28.8,25.9,90.0,1.0,0.0,25.9,37.2,27.3,1.114,0.5067
25.21,92.78,1093.0,17.9,25.8,0.0,0.0,1.0,25.8,37.9,27.3,1.125,0.3232
25.21,92.79,997.0,15.9,25.9,47.9,0.742,0.6704,25.9,37.9,27.1,1.135,0.2882
25.21,92.8,1111.0,16.3,25.9,90.0,1.0,0.0,25.9,37.8,27.1,1.135,0.2952
25.21,92.81,1138.0,19.1,25.5,90.0,1.0,0.0,25.5,36.9,27.5,1.137,0.3439
25.21,92.82,1191.0,24.3,25.1,90.0,1.0,0.0,25.1,36.5,28.0,1.138,0.4322
25.21,92.83,1035.0,27.6,24.8,0.0,0.0,1.0,24.8,36.2,28.5,1.14,0.4863
25.21,92.84,796.0,27.6,24.1,0.0,0.0,1.0,24.1,35.4,29.5,1.143,0.4856
25.21,92.85,880.0,25.3,23.9,0.0,0.0,1.0,23.9,35.2,29.7,1.143,0.4478
25.21,92.86,664.0,30.7,23.7,270.0,-1.0,-0.0,23.7,34.2,30.4,1.149,0.5347
