latitude,longitude,elevation,slope,clay_percentage,aspect,aspect_sin,aspect_cos,clay_percent,sand_percent,silt_percent,bulk_density,shear_stress_factor
25.13,93.13,906.0,24.9,24.2,90.0,1.0,0.0,24.2,32.8,30.5,1.16,0.4414
25.13,93.14,959.0,19.0,27.0,132.1,0.742,-0.6704,27.0,39.4,27.9,1.1,0.3431
25.13,93.15,1268.0,3.5,26.5,132.1,0.742,-0.6704,26.5,37.1,27.2,1.07,0.0643
25.14,92.54,434.0,45.1,24.2,47.9,0.742,0.6704,24.2,39.5,25.3,1.1,0.7426
25.14,92.55,604.0,52.0,24.8,90.0,1.0,0.0,24.8,39.6,25.3,1.106,0.8271
25.14,92.56,444.0,52.0,25.2,90.0,1.0,0.0,25.2,39.4,25.4,1.106,0.8277
25.14,92.57,651.0,52.0,25.6,90.0,1.0,0.0,25.6,37.8,25.7,1.09,0.8284
25.14,92.58,715.0,52.0,24.3,90.0,1.0,0.0,24.3,40.1,24.1,1.1,0.8263
25.14,92.59,536.0,47.8,25.4,90.0,1.0,0.0,25.4,39.7,23.3,1.12,0.7784
25.14,92.6,696.0,39.3,27.3,132.1,0.742,-0.6704,27.3,38.5,26.3,1.08,0.668
25.14,92.61,1240.0,17.1,25.0,132.1,0.742,-0.6704,25.0,36.3,27.4,1.01,0.3087
25.14,92.62,1184.0,3.5,25.6,180.0,0.0,-1.0,25.6,38.2,27.1,1.068,0.0642
25.14,92.63,885.0,3.5,25.5,180.0,0.0,-1.0,25.5,37.1,27.7,1.08,0.0642
25.14,92.64,1219.0,3.5,25.7,180.0,0.0,-1.0,25.7,35.0,28.1,1.04,0.0642
25.14,92.65,1142.0,3.5,26.2,180.0,0.0,-1.0,26.2,35.8,27.9,1.079,0.0642
25.14,92.66,1235.0,3.5,26.2,180.0,0.0,-1.0,26.2,35.4,28.4,1.092,0.0642
25.14,92.67,1462.0,3.5,26.2,180.0,0.0,-1.0,26.2,34.4,28.7,1.1,0.0642
25.14,92.68,1367.0,3.5,26.5,180.0,0.0,-1.0,26.5,33.9,29.1,1.101,0.0643
25.14,92.69,1321.0,3.5,26.8,180.0,0.0,-1.0,26.8,34.1,28.9,1.098,0.0643
25.14,92.7,1379.0,3.5,26.8,180.0,0.0,-1.0,26.8,34.3,29.2,1.089,0.0643
25.14,92.71,1581.0,3.5,27.3,180.0,0.0,-1.0,27.3,34.0,28.6,1.076,0.0644
25.14,92.72,1586.0,3.5,27.2,180.0,0.0,-1.0,27.2,33.0,28.7,1.058,0.0644
25.14,92.73,1690.0,3.5,26.8,180.0,0.0,-1.0,26.8,33.6,28.6,1.056,0.0643
25.14,92.74,1618.0,3.5,25.5,180.0,0.0,-1.0,25.5,35.5,29.3,1.07,0.0642
25.14,92.75,1530.0,3.5,25.0,180.0,0.0,-1.0,25.0,37.0,29.2,1.095,0.0641
25.14,92.76,1374.0,3.5,24.8,180.0,0.0,-1.0,24.8,37.5,28.5,1.116,0.0641
25.14,92.77,1167.0,3.5,24.8,180.0,0.0,-1.0,24.8,36.8,28.1,1.127,0.0641
25.14,92.78,847.0,3.5,25.5,180.0,0.0,-1.0,25.5,37.3,27.1,1.135,0.0642
25.14,92.79,1204.0,3.5,26.9,180.0,0.0,-1.0,26.9,38.3,25.6,1.131,0.0643
25.14,92.8,853.0,3.5,26.7,180.0,0.0,-1.0,26.7,38.6,25.8,1.133,0.0643
25.14,92.81,824.0,3.5,26.0,180.0,0.0,-1.0,26.0,38.5,26.8,1.142,0.0642
25.14,92.82,683.0,3.5,25.7,180.0,0.0,-1.0,25.7,37.4,27.8,1.141,0.0642
25.14,92.83,915.0,3.5,24.9,180.0,0.0,-1.0,24.9,36.1,28.9,1.145,0.0641
25.14,92.84,713.0,3.5,23.5,180.0,0.0,-1.0,23.5,34.3,30.3,1.147,0.0639
25.14,92.85,830.0,3.5,22.5,180.0,0.0,-1.0,22.5,32.8,31.3,1.142,0.0638
25.14,92.86,869.0,3.5,22.2,180.0,0.0,-1.0,22.2,33.3,31.4,1.144,0.0638
25.14,92.87,1061.0,3.5,22.6,180.0,0.0,-1.0,22.6,33.7,31.4,1.148,0.0638
25.14,92.88,1075.0,3.5,23.3,180.0,0.0,-1.0,23.3,33.1,31.4,1.146,0.0639
25.14,92.89,1031.0,3.5,24.0,180.0,0.0,-1.0,24.0,32.1,31.4,1.15,0.064
25.14,92.9,994.0,3.5,24.6,180.0,0.0,-1.0,24.6,30.9,31.6,1.154,0.0641
25.14,92.91,949.0,3.5,24.5,180.0,0.0,-1.0,24.5,30.7,31.8,1.139,0.064
25.14,92.92,837.0,3.5,24.2,180.0,0.0,-1.0,24.2,32.3,31.1,1.136,0.064
25.14,92.93,956.0,3.5,24.6,180.0,0.0,-1.0,24.6,33.3,30.1,1.128,0.0641
25.14,92.94,849.0,3.5,24.4,180.0,0.0,-1.0,24.4,33.8,30.1,1.136,0.064
25.14,92.95,908.0,3.5,24.1,180.0,0.0,-1.0,24.1,33.3,30.9,1.142,0.064
25.14,92.96,915.0,3.5,23.5,180.0,0.0,-1.0,23.5,32.4,31.3,1.149,0.0639
25.14,92.97,933.0,3.5,22.8,180.0,0.0,-1.0,22.8,31.8,31.8,1.157,0.0638
25.14,92.98,794.0,3.5,22.5,180.0,0.0,-1.0,22.5,31.6,31.7,1.165,0.0638
25.14,92.99,701.0,3.5,23.0,180.0,0.0,-1.0,23.0,30.9,31.2,1.174,0.0639
25.14,93.0,728.0,3.5,23.5,180.0,0.0,-1.0,23.5,30.4,30.8,1.173,0.0639
25.14,93.01,625.0,3.5,24.1,180.0,0.0,-1.0,24.1,29.7,30.7,1.154,0.064
25.14,93.02,750.0,3.5,24.0,180.0,0.0,-1.0,24.0,28.9,30.7,1.147,0.064
25.14,93.03,453.0,3.5,24.7,180.0,0.0,-1.0,24.7,28.7,30.1,1.138,0.0641
25.14,93.04,663.0,3.5,25.2,180.0,0.0,-1.0,25.2,28.8,30.0,1.127,0.0641
25.14,93.05,626.0,3.5,25.4,180.0,0.0,-1.0,25.4,30.6,30.0,1.097,0.0641
25.14,93.06,606.0,3.5,25.6,180.0,0.0,-1.0,25.6,32.7,29.9,1.062,0.0642
25.14,93.07,711.0,3.5,26.8,180.0,0.0,-1.0,26.8,34.7,28.3,1.049,0.0643
25.14,93.08,761.0,3.5,27.9,180.0,0.0,-1.0,27.9,36.5,26.8,1.034,0.0645
25.14,93.09,939.0,3.5,28.2,180.0,0.0,-1.0,28.2,35.5,26.6,1.038,0.0645
25.14,93.1,897.0,3.5,28.3,180.0,0.0,-1.0,28.3,34.9,26.5,1.046,0.0645
25.14,93.11,1450.0,3.5,27.5,180.0,0.0,-1.0,27.5,36.9,26.8,1.07,0.0644
25.14,93.12,1102.0,3.5,26.8,180.0,0.0,-1.0,26.8,36.6,27.4,1.09,0.0643
25.14,93.13,946.0,3.5,26.1,180.0,0.0,-1.0,26.1,35.9,28.4,1.111,0.0642
25.14,93.14,1282.0,3.5,26.4,180.0,0.0,-1.0,26.4,37.1,28.1,1.101,0.0643
25.14,93.15,1310.0,3.5,26.6,180.0,0.0,-1.0,26.6,37.2,27.6,1.087,0.0643
25.14,93.16,1180.0,3.5,26.6,180.0,0.0,-1.0,26.6,37.0,27.6,1.085,0.0643
25.15,92.52,109.0,3.5,24.8,180.0,0.0,-1.0,24.8,39.5,25.2,1.105,0.0641
25.15,92.53,366.0,3.5,24.6,180.0,0.0,-1.0,24.6,39.5,25.2,1.104,0.0641
25.15,92.54,852.0,3.5,24.6,180.0,0.0,-1.0,24.6,39.5,25.2,1.103,0.0641
25.15,92.55,848.0,3.5,24.9,180.0,0.0,-1.0,24.9,39.5,25.2,1.105,0.0641
25.15,92.56,1021.0,3.5,25.2,180.0,0.0,-1.0,25.2,39.3,25.2,1.104,0.0641
25.15,92.57,1229.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.1,25.0,1.102,0.0641
25.15,92.58,835.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.4,24.6,1.105,0.0641
25.15,92.59,898.0,3.5,25.7,180.0,0.0,-1.0,25.7,39.1,24.7,1.099,0.0642
25.15,92.6,924.0,3.5,26.1,180.0,0.0,-1.0,26.1,38.7,25.6,1.083,0.0642
25.15,92.61,979.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.1,26.5,1.063,0.0642
25.15,92.62,1224.0,3.5,25.7,180.0,0.0,-1.0,25.7,37.7,27.1,1.064,0.0642
25.15,92.63,1224.0,3.5,25.7,180.0,0.0,-1.0,25.7,37.0,27.5,1.07,0.0642
25.15,92.64,1088.0,3.5,25.7,180.0,0.0,-1.0,25.7,36.2,27.8,1.067,0.0642
25.15,92.65,1121.0,3.5,25.9,180.0,0.0,-1.0,25.9,35.9,28.0,1.081,0.0642
25.15,92.66,1285.0,3.5,26.1,180.0,0.0,-1.0,26.1,35.4,28.3,1.092,0.0642
25.15,92.67,1440.0,3.5,26.2,180.0,0.0,-1.0,26.2,34.7,28.7,1.097,0.0642
25.15,92.68,1414.0,3.5,26.5,180.0,0.0,-1.0,26.5,34.5,28.8,1.097,0.0643
25.15,92.69,1418.0,3.5,26.7,180.0,0.0,-1.0,26.7,34.2,28.9,1.095,0.0643
25.15,92.7,1529.0,3.5,26.9,180.0,0.0,-1.0,26.9,33.9,28.9,1.085,0.0643
25.15,92.71,1561.0,3.5,27.1,180.0,0.0,-1.0,27.1,33.7,28.8,1.076,0.0644
25.15,92.72,1651.0,3.5,26.8,180.0,0.0,-1.0,26.8,33.9,28.7,1.068,0.0643
25.15,92.73,1542.0,3.5,26.4,180.0,0.0,-1.0,26.4,34.5,28.9,1.063,0.0643
25.15,92.74,1409.0,3.5,25.8,180.0,0.0,-1.0,25.8,35.4,29.0,1.072,0.0642
25.15,92.75,1516.0,3.5,25.1,180.0,0.0,-1.0,25.1,36.1,29.1,1.09,0.0641
25.15,92.76,1423.0,3.5,25.1,180.0,0.0,-1.0,25.1,36.7,28.4,1.108,0.0641
25.15,92.77,1407.0,3.5,25.2,180.0,0.0,-1.0,25.2,37.5,27.6,1.12,0.0641
25.15,92.78,1333.0,3.5,25.8,180.0,0.0,-1.0,25.8,37.7,26.9,1.135,0.0642
25.15,92.79,1458.0,3.5,26.4,180.0,0.0,-1.0,26.4,38.0,26.3,1.135,0.0643
25.15,92.8,1311.0,3.5,26.4,180.0,0.0,-1.0,26.4,38.1,26.4,1.136,0.0643
25.15,92.81,1041.0,3.5,26.1,180.0,0.0,-1.0,26.1,37.8,27.0,1.139,0.0642
25.15,92.82,1049.0,3.5,25.5,180.0,0.0,-1.0,25.5,37.1,27.8,1.139,0.0642
25.15,92.83,1129.0,3.5,24.8,180.0,0.0,-1.0,24.8,36.1,28.8,1.142,0.0641
25.15,92.84,971.0,3.5,23.8,180.0,0.0,-1.0,23.8,34.7,30.0,1.143,0.064
25.15,92.85,1135.0,3.5,22.9,180.0,0.0,-1.0,22.9,33.8,30.8,1.143,0.0638
25.15,92.86,1144.0,3.5,22.7,180.0,0.0,-1.0,22.7,33.4,31.2,1.145,0.0638
25.15,92.87,1181.0,3.5,22.8,180.0,0.0,-1.0,22.8,33.1,31.4,1.146,0.0638
25.15,92.88,1306.0,3.5,23.2,180.0,0.0,-1.0,23.2,32.7,31.5,1.147,0.0639
25.15,92.89,1059.0,3.5,23.8,180.0,0.0,-1.0,23.8,32.3,31.4,1.146,0.064
25.15,92.9,1052.0,3.5,24.2,180.0,0.0,-1.0,24.2,31.7,31.4,1.146,0.064
25.15,92.91,1254.0,3.5,24.4,180.0,0.0,-1.0,24.4,31.6,31.3,1.141,0.064
25.15,92.92,1243.0,3.5,24.5,180.0,0.0,-1.0,24.5,32.2,31.0,1.137,0.064
25.15,92.93,884.0,3.5,24.4,180.0,0.0,-1.0,24.4,32.7,30.6,1.135,0.064
25.15,92.94,911.0,3.5,24.4,180.0,0.0,-1.0,24.4,33.0,30.5,1.137,0.064
25.15,92.95,977.0,3.5,23.9,180.0,0.0,-1.0,23.9,33.1,30.8,1.144,0.064
25.15,92.96,1009.0,3.5,23.6,180.0,0.0,-1.0,23.6,32.5,31.1,1.149,0.0639
25.15,92.97,1048.0,3.5,23.1,180.0,0.0,-1.0,23.1,31.9,31.5,1.16,0.0639
25.15,92.98,867.0,3.5,22.9,180.0,0.0,-1.0,22.9,31.2,31.5,1.165,0.0638
25.15,92.99,648.0,3.5,23.1,180.0,0.0,-1.0,23.1,30.7,31.2,1.168,0.0639
25.15,93.0,582.0,3.5,23.4,180.0,0.0,-1.0,23.4,30.3,30.9,1.168,0.0639
25.15,93.01,530.0,3.5,23.8,180.0,0.0,-1.0,23.8,29.6,30.7,1.163,0.064
25.15,93.02,526.0,3.5,24.2,180.0,0.0,-1.0,24.2,29.2,30.6,1.147,0.064
25.15,93.03,554.0,3.5,24.7,180.0,0.0,-1.0,24.7,29.3,30.2,1.131,0.0641
25.15,93.04,644.0,3.5,25.2,180.0,0.0,-1.0,25.2,29.8,29.9,1.113,0.0641
25.15,93.05,623.0,3.5,25.5,180.0,0.0,-1.0,25.5,30.9,29.8,1.097,0.0642
25.15,93.06,533.0,3.5,25.9,180.0,0.0,-1.0,25.9,32.1,29.3,1.077,0.0642
25.15,93.07,592.0,3.5,26.7,180.0,0.0,-1.0,26.7,33.8,28.4,1.059,0.0643
25.15,93.08,639.0,3.5,27.5,180.0,0.0,-1.0,27.5,35.1,27.3,1.048,0.0644
25.15,93.09,658.0,3.5,27.6,180.0,0.0,-1.0,27.6,35.6,27.1,1.053,0.0644
25.15,93.1,759.0,3.5,27.6,180.0,0.0,-1.0,27.6,36.0,26.9,1.058,0.0644
25.15,93.11,986.0,3.5,27.3,180.0,0.0,-1.0,27.3,36.4,27.1,1.072,0.0644
25.15,93.12,1202.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.5,27.5,1.085,0.0643
25.15,93.13,1317.0,3.5,26.6,180.0,0.0,-1.0,26.6,36.4,27.8,1.096,0.0643
25.15,93.14,1417.0,3.5,26.6,180.0,0.0,-1.0,26.6,36.7,27.9,1.096,0.0643
25.15,93.15,1620.0,3.5,26.6,180.0,0.0,-1.0,26.6,36.8,27.7,1.091,0.0643
25.15,93.16,1099.0,3.5,26.7,180.0,0.0,-1.0,26.7,36.8,27.7,1.088,0.0643
25.15,93.17,880.0,3.5,26.7,180.0,0.0,-1.0,26.7,36.7,27.6,1.088,0.0643
25.16,92.52,347.0,3.5,24.9,180.0,0.0,-1.0,24.9,39.5,25.1,1.106,0.0641
25.16,92.53,254.0,3.5,24.9,180.0,0.0,-1.0,24.9,39.5,25.1,1.105,0.0641
25.16,92.54,303.0,3.5,24.9,180.0,0.0,-1.0,24.9,39.5,25.1,1.105,0.0641
25.16,92.55,486.0,3.5,25.0,180.0,0.0,-1.0,25.0,39.5,25.1,1.106,0.0641
25.16,92.56,964.0,3.5,25.2,180.0,0.0,-1.0,25.2,39.4,25.0,1.106,0.0641
25.16,92.57,1013.0,3.5,25.4,180.0,0.0,-1.0,25.4,39.2,24.9,1.102,0.0641
25.16,92.58,1305.0,3.5,25.5,180.0,0.0,-1.0,25.5,39.3,24.8,1.105,0.0642
25.16,92.59,1158.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.9,25.0,1.093,0.0642
25.16,92.6,1399.0,3.5,25.8,180.0,0.0,-1.0,25.8,38.8,25.4,1.085,0.0642
25.16,92.61,1522.0,3.5,25.8,180.0,0.0,-1.0,25.8,38.6,26.2,1.077,0.0642
25.16,92.62,1419.0,3.5,25.7,180.0,0.0,-1.0,25.7,37.7,27.0,1.071,0.0642
25.16,92.63,1378.0,3.5,25.8,180.0,0.0,-1.0,25.8,37.1,27.4,1.07,0.0642
25.16,92.64,1255.0,3.5,25.7,180.0,0.0,-1.0,25.7,36.7,27.7,1.074,0.0642
25.16,92.65,1226.0,3.5,25.9,180.0,0.0,-1.0,25.9,35.9,28.1,1.086,0.0642
25.16,92.66,1142.0,3.5,26.1,180.0,0.0,-1.0,26.1,35.3,28.3,1.092,0.0642
25.16,92.67,1398.0,3.5,26.2,180.0,0.0,-1.0,26.2,34.8,28.6,1.094,0.0642
25.16,92.68,1452.0,3.5,26.5,180.0,0.0,-1.0,26.5,34.7,28.7,1.095,0.0643
25.16,92.69,1574.0,3.5,26.7,180.0,0.0,-1.0,26.7,34.3,28.8,1.093,0.0643
25.16,92.7,1621.0,3.5,26.9,180.0,0.0,-1.0,26.9,33.7,28.9,1.083,0.0643
25.16,92.71,1412.0,3.5,26.9,180.0,0.0,-1.0,26.9,33.6,28.9,1.076,0.0643
25.16,92.72,1374.0,3.5,26.8,180.0,0.0,-1.0,26.8,34.0,28.9,1.074,0.0643
25.16,92.73,1350.0,3.5,26.2,180.0,0.0,-1.0,26.2,34.7,28.9,1.074,0.0642
25.16,92.74,1305.0,3.5,25.9,180.0,0.0,-1.0,25.9,35.1,29.0,1.078,0.0642
25.16,92.75,1385.0,3.5,25.1,180.0,0.0,-1.0,25.1,35.8,29.0,1.089,0.0641
25.16,92.76,1475.0,3.5,25.4,180.0,0.0,-1.0,25.4,36.9,28.0,1.106,0.0641
25.16,92.77,1275.0,3.5,25.5,180.0,0.0,-1.0,25.5,37.1,27.6,1.112,0.0642
25.16,92.78,1372.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.0,26.9,1.129,0.0642
25.16,92.79,1440.0,3.5,26.2,180.0,0.0,-1.0,26.2,37.7,26.7,1.137,0.0642
25.16,92.8,1412.0,3.5,26.2,180.0,0.0,-1.0,26.2,37.9,26.7,1.137,0.0642
25.16,92.81,1206.0,3.5,25.8,180.0,0.0,-1.0,25.8,37.5,27.2,1.137,0.0642
25.16,92.82,1197.0,3.5,25.4,180.0,0.0,-1.0,25.4,36.9,27.8,1.139,0.0641
25.16,92.83,1123.0,3.5,24.8,180.0,0.0,-1.0,24.8,36.1,28.6,1.141,0.0641
25.16,92.84,1038.0,3.5,23.9,180.0,0.0,-1.0,23.9,35.0,29.8,1.143,0.064
25.16,92.85,1044.0,3.5,23.2,180.0,0.0,-1.0,23.2,34.3,30.5,1.143,0.0639
25.16,92.86,967.0,3.5,23.0,180.0,0.0,-1.0,23.0,33.5,31.0,1.145,0.0639
25.16,92.87,1062.0,3.5,23.0,180.0,0.0,-1.0,23.0,32.9,31.4,1.146,0.0639
25.16,92.88,1005.0,3.5,23.1,180.0,0.0,-1.0,23.1,32.5,31.5,1.146,0.0639
25.16,92.89,925.0,3.5,23.7,180.0,0.0,-1.0,23.7,32.1,31.5,1.145,0.0639
25.16,92.9,1217.0,3.5,24.0,180.0,0.0,-1.0,24.0,32.2,31.3,1.144,0.064
25.16,92.91,1207.0,3.5,24.4,180.0,0.0,-1.0,24.4,32.0,31.1,1.141,0.064
25.16,92.92,1167.0,3.5,24.5,180.0,0.0,-1.0,24.5,32.2,30.9,1.138,0.064
25.16,92.93,962.0,3.5,24.4,180.0,0.0,-1.0,24.4,32.4,30.8,1.137,0.064
25.16,92.94,789.0,3.5,24.4,180.0,0.0,-1.0,24.4,32.6,30.7,1.138,0.064
25.16,92.95,794.0,3.5,23.8,180.0,0.0,-1.0,23.8,33.0,30.8,1.144,0.064
25.16,92.96,867.0,3.5,23.5,180.0,0.0,-1.0,23.5,32.8,31.1,1.148,0.0639
25.16,92.97,910.0,3.5,23.3,180.0,0.0,-1.0,23.3,32.2,31.1,1.157,0.0639
25.16,92.98,928.0,3.5,23.1,180.0,0.0,-1.0,23.1,31.1,31.4,1.165,0.0639
25.16,92.99,668.0,3.5,23.2,180.0,0.0,-1.0,23.2,30.8,31.3,1.166,0.0639
25.16,93.0,494.0,3.5,23.4,180.0,0.0,-1.0,23.4,30.2,31.0,1.165,0.0639
25.16,93.01,563.0,3.5,23.7,180.0,0.0,-1.0,23.7,29.6,30.7,1.163,0.0639
25.16,93.02,667.0,3.5,23.9,180.0,0.0,-1.0,23.9,29.2,30.7,1.16,0.064
25.16,93.03,395.0,3.5,24.4,180.0,0.0,-1.0,24.4,29.5,30.4,1.138,0.064
25.16,93.04,386.0,3.5,25.1,180.0,0.0,-1.0,25.1,30.2,29.9,1.119,0.0641
25.16,93.05,591.0,3.5,25.3,180.0,0.0,-1.0,25.3,30.9,29.7,1.106,0.0641
25.16,93.06,477.0,3.5,26.0,180.0,0.0,-1.0,26.0,31.8,29.1,1.081,0.0642
25.16,93.07,513.0,3.5,26.7,180.0,0.0,-1.0,26.7,33.3,28.3,1.066,0.0643
25.16,93.08,573.0,3.5,27.0,180.0,0.0,-1.0,27.0,34.5,27.8,1.064,0.0643
25.16,93.09,522.0,3.5,27.3,180.0,0.0,-1.0,27.3,35.5,27.4,1.062,0.0644
25.16,93.1,661.0,3.5,27.4,180.0,0.0,-1.0,27.4,36.2,27.2,1.064,0.0644
25.16,93.11,722.0,3.5,27.2,180.0,0.0,-1.0,27.2,36.3,27.3,1.072,0.0644
25.16,93.12,777.0,3.5,26.9,180.0,0.0,-1.0,26.9,36.4,27.5,1.081,0.0643
25.16,93.13,827.0,3.5,26.7,180.0,0.0,-1.0,26.7,36.5,27.7,1.087,0.0643
25.16,93.14,1096.0,3.5,26.6,180.0,0.0,-1.0,26.6,36.7,27.7,1.089,0.0643
25.16,93.15,1288.0,3.5,26.7,180.0,0.0,-1.0,26.7,36.6,27.7,1.09,0.0643
25.16,93.16,1243.0,3.5,26.8,180.0,0.0,-1.0,26.8,36.6,27.7,1.089,0.0643
25.16,93.17,1265.0,3.5,26.8,180.0,0.0,-1.0,26.8,36.6,27.6,1.088,0.0643
25.16,93.18,755.0,3.5,26.8,180.0,0.0,-1.0,26.8,36.5,27.6,1.087,0.0643
25.17,92.52,451.0,3.5,25.0,180.0,0.0,-1.0,25.0,39.5,25.1,1.107,0.0641
25.17,92.53,442.0,3.5,25.0,180.0,0.0,-1.0,25.0,39.5,25.1,1.106,0.0641
25.17,92.54,402.0,3.5,25.0,180.0,0.0,-1.0,25.0,39.5,25.1,1.106,0.0641
25.17,92.55,333.0,3.5,25.1,180.0,0.0,-1.0,25.1,39.5,25.0,1.107,0.0641
25.17,92.56,423.0,3.5,25.3,180.0,0.0,-1.0,25.3,39.3,25.0,1.102,0.0641
25.17,92.57,587.0,3.5,25.4,180.0,0.0,-1.0,25.4,39.3,24.9,1.102,0.0641
25.17,92.58,749.0,3.5,25.6,180.0,0.0,-1.0,25.6,38.9,25.0,1.096,0.0642
25.17,92.59,1145.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.8,25.1,1.091,0.0642
25.17,92.6,1333.0,3.5,25.7,180.0,0.0,-1.0,25.7,38.8,25.4,1.086,0.0642
25.17,92.61,1465.0,3.5,25.8,180.0,0.0,-1.0,25.8,38.5,26.0,1.072,0.0642
25.17,92.62,1439.0,3.5,25.7,180.0,0.0,-1.0,25.7,37.7,26.9,1.074,0.0642
25.17,92.63,1496.0,3.5,25.8,180.0,0.0,-1.0,25.8,37.2,27.3,1.071,0.0642
25.17,92.64,1377.0,3.5,25.7,180.0,0.0,-1.0,25.7,36.9,27.7,1.075,0.0642
25.17,92.65,1257.0,3.5,25.9,180.0,0.0,-1.0,25.9,36.0,28.1,1.088,0.0642
25.17,92.66,1161.0,3.5,26.1,180.0,0.0,-1.0,26.1,35.3,28.3,1.092,0.0642
25.17,92.67,1164.0,3.5,26.2,180.0,0.0,-1.0,26.2,34.9,28.6,1.093,0.0642
25.17,92.68,1456.0,3.5,26.5,180.0,0.0,-1.0,26.5,34.8,28.6,1.093,0.0643
25.17,92.69,1488.0,3.5,26.7,180.0,0.0,-1.0,26.7,34.3,28.8,1.092,0.0643
25.17,92.7,1518.0,3.5,26.8,180.0,0.0,-1.0,26.8,33.6,28.9,1.081,0.0643
25.17,92.71,1468.0,3.5,26.9,180.0,0.0,-1.0,26.9,33.6,28.9,1.077,0.0643
25.17,92.72,1422.0,3.5,26.8,180.0,0.0,-1.0,26.8,34.1,28.9,1.076,0.0643
25.17,92.73,1457.0,3.5,26.1,180.0,0.0,-1.0,26.1,34.8,28.9,1.076,0.0642
25.17,92.74,1331.0,3.5,25.9,180.0,0.0,-1.0,25.9,35.1,29.0,1.079,0.0642
25.17,92.75,1263.0,3.5,25.6,180.0,0.0,-1.0,25.6,35.8,28.5,1.092,0.0642
25.17,92.76,1330.0,3.5,25.5,180.0,0.0,-1.0,25.5,36.9,27.9,1.105,0.0642
25.17,92.77,1281.0,3.5,25.6,180.0,0.0,-1.0,25.6,37.0,27.6,1.11,0.0642
25.17,92.78,1304.0,3.5,25.8,180.0,0.0,-1.0,25.8,37.8,27.1,1.127,0.0642
25.17,92.79,1286.0,3.5,26.0,180.0,0.0,-1.0,26.0,37.9,26.9,1.134,0.0642
25.17,92.8,1221.0,3.5,26.1,180.0,0.0,-1.0,26.1,37.7,26.8,1.138,0.0642
25.17,92.81,1141.0,3.5,25.7,180.0,0.0,-1.0,25.7,37.2,27.3,1.137,0.0642
25.17,92.82,1162.0,3.5,25.3,180.0,0.0,-1.0,25.3,36.7,27.9,1.138,0.0641
25.17,92.83,1121.0,3.5,24.8,180.0,0.0,-1.0,24.8,36.1,28.6,1.141,0.0641
25.17,92.84,911.0,3.5,24.0,180.0,0.0,-1.0,24.0,35.2,29.7,1.143,0.064
25.17,92.85,1013.0,3.5,23.3,180.0,0.0,-1.0,23.3,34.5,30.4,1.143,0.0639
25.17,92.86,887.0,3.5,23.2,180.0,0.0,-1.0,23.2,33.6,30.9,1.145,0.0639
25.17,92.87,916.0,3.5,23.1,180.0,0.0,-1.0,23.1,32.8,31.3,1.145,0.0639
25.17,92.88,896.0,3.5,23.1,180.0,0.0,-1.0,23.1,32.4,31.5,1.146,0.0639
25.17,92.89,1147.0,3.5,23.6,180.0,0.0,-1.0,23.6,32.1,31.5,1.144,0.0639
25.17,92.9,1177.0,3.5,24.0,180.0,0.0,-1.0,24.0,32.5,31.2,1.143,0.064
25.17,92.91,1029.0,3.5,24.3,180.0,0.0,-1.0,24.3,32.5,31.1,1.142,0.064
25.17,92.92,894.0,3.5,24.5,180.0,0.0,-1.0,24.5,32.2,30.9,1.139,0.064
25.17,92.93,869.0,3.5,24.4,180.0,0.0,-1.0,24.4,32.3,30.9,1.139,0.064
25.17,92.94,811.0,3.5,24.3,180.0,0.0,-1.0,24.3,32.4,30.9,1.139,0.064
25.17,92.95,756.0,3.5,23.7,180.0,0.0,-1.0,23.7,32.9,30.9,1.145,0.0639
25.17,92.96,1009.0,3.5,23.5,180.0,0.0,-1.0,23.5,32.8,31.0,1.148,0.0639
25.17,92.97,944.0,3.5,23.4,180.0,0.0,-1.0,23.4,32.3,31.0,1.157,0.0639
25.17,92.98,846.0,3.5,23.2,180.0,0.0,-1.0,23.2,31.0,31.4,1.164,0.0639
25.17,92.99,593.0,3.5,23.2,180.0,0.0,-1.0,23.2,30.8,31.3,1.165,0.0639
25.17,93.0,664.0,3.5,23.4,180.0,0.0,-1.0,23.4,30.2,31.0,1.164,0.0639
25.17,93.01,707.0,3.5,23.7,180.0,0.0,-1.0,23.7,29.6,30.7,1.163,0.0639
25.17,93.02,641.0,3.5,23.8,180.0,0.0,-1.0,23.8,29.7,30.8,1.152,0.064
25.17,93.03,361.0,3.5,24.4,180.0,0.0,-1.0,24.4,29.7,30.5,1.137,0.064
25.17,93.04,570.0,3.5,25.1,180.0,0.0,-1.0,25.1,30.5,29.8,1.117,0.0641
25.17,93.05,557.0,3.5,25.3,180.0,0.0,-1.0,25.3,30.9,29.7,1.108,0.0641
25.17,93.06,452.0,3.5,26.1,180.0,0.0,-1.0,26.1,31.6,29.1,1.084,0.0642
25.17,93.07,511.0,3.5,26.6,180.0,0.0,-1.0,26.6,33.1,28.4,1.07,0.0643
25.17,93.08,482.0,3.5,26.8,180.0,0.0,-1.0,26.8,34.3,27.9,1.071,0.0643
